HVC286,0.34577492
HVC288,0.0037684792
HVC314,0.019279445
HVC326,0.04616246
HVC328,0.021176215
HVC332,0.0022863084
HVC333,0.0046461
HVC356,0.0063154805
HVC443,0.00479694
HVC468,0.00043294835
HVC472,0.00089423556
HVC476,0.0054567973
HVC477,0.010543657
HVC479,0.002981581
HVC480,0.011032565
HVC481,0.0064005214
HVC505,0.008797211
HVC516,0.0012968589
HVC522,0.26868424
HVC633,0.086510465
HVC657,0.0036661844
HVC675,0.0007416663
HVC677,0.0012482848
HVC680,0.00405657
HVC709,0.27093932
HVC713,0.8488791
HVC716,0.9217887
HVC717,0.20242009
HVC720,0.0006999382
HVC721,0.012737913
HVC728,0.0033110548
HVC729,0.0059764166
HVC731,0.0036141977
HVC736,0.0015020136
HVC739,0.003939402
HVC741,0.0023112425
HVC745,0.019983187
HVC755,0.005102391
HVC788,0.001522937
HVC855,0.020844078
HVC857,0.01401265
HVC871,0.0024656702
HVC872,0.007823325
HVC883,0.002251677
HVC887,0.0014706384
HVC919,0.0011410563
HVC921,0.03242796
HVC961,0.0030847052
HVC1035,0.23297258
HVC1037,0.006641808
HVC1039,0.0050700717
HVC1063,0.00405657
HVC1064,0.005157482
HVC1069,0.0061728405
HVC1076,0.0034386725
HVC1079,0.00063339487
HVC1082,0.0038475646
HVC1083,0.0011212234
HVC1086,0.0063920175
HVC1088,0.0199539
HVC1105,0.0054293373
HVC1107,0.0025830225
HVC1112,0.001427012
HVC1118,0.006884524
HVC1120,0.0012950815
HVC1124,0.005920536
HVC1125,0.0041029095
HVC1127,0.009367109
HVC1132,0.0060984786
HVC1133,0.0013923196
HVC1135,0.005196911
HVC1136,0.0031099042
HVC1138,0.0026018212
HVC1141,0.023977028
HVC1142,0.006205584
HVC1143,0.00479694
HVC1144,0.0005131772
HVC1151,0.012916108
HVC1152,0.0050648833
HVC1153,0.050369173
HVC1154,0.009044637
HVC1155,0.060121115
HVC1158,0.6837799
HVC1160,0.0075509534
HVC1161,0.0020445085
HVC1162,0.0061874315
HVC1168,0.0019448403
HVC1191,0.011201177
HVC1209,0.00078284927
HVC1228,0.0005706569
HVC1229,0.0011831907
HVC1230,0.0011249498
HVC1231,0.0009947745
HVC1232,0.0037474069
HVC1233,0.0007504477
HVC1238,0.053046692
HVC1242,0.07092321
HVC1246,0.0063838186
HVC1247,0.046863846
HVC1258,0.0011065202
HVC1259,0.0012334378
HVC1266,0.0009975063
HVC1268,0.0009041202
HVC1269,0.005680103
HVC1279,0.005680103
HVC1281,0.0005095629
HVC1282,0.005680103
HVC1316,0.2093491
HVC1340,0.004600613
HVC1345,0.011482282
HVC1350,0.00808856
HVC1379,0.0013649436
HVC1410,0.8394575
HVC1411,0.033979453
HVC1412,0.1589694
HVC1414,0.010615988
HVC1415,0.83624786
HVC1416,0.016791858
HVC1417,0.0102791535
HVC1419,0.0028347056
HVC1422,0.0044514234
HVC1425,0.11676182
HVC1433,0.0008204921
HVC1436,0.00198855
HVC1437,0.002072327
HVC1443,0.049012024
HVC1555,0.23576783
HVC1556,0.07097818
HVC1557,0.9510943
HVC1563,0.10852682
HVC1567,0.68343174
HVC1568,0.6520934
HVC1579,0.004413544
HVC1582,0.0033024868
HVC1590,0.007433972
HVC1600,0.05734629
HVC1605,0.19045901
HVC1609,0.96212864
HVC1610,0.9628125
HVC1612,0.92214376
HVC1613,0.9833529
HVC1615,0.27543193
HVC1620,0.03156236
HVC1622,0.00056173356
HVC1637,0.015714532
HVC1639,0.07533293
HVC1640,0.023630299
HVC1646,0.012021138
HVC1667,0.05849769
HVC1673,0.7458114
HVC1681,0.004601925
HVC1684,0.002965832
HVC1722,0.0012877665
HVC1724,0.0006078146
HVC1726,0.005711683
HVC1728,0.0024698372
HVC1729,0.0027867707
HVC1731,0.004484368
HVC1734,0.2924341
HVC1742,0.003893376
HVC1764,0.023093507
HVC1765,0.009730479
HVC1769,0.004138912
HVC1777,0.0057167658
HVC1778,0.1728417
HVC1779,0.007895337
HVC1783,0.01993618
HVC1789,0.004631635
HVC1792,0.0019325046
HVC1808,0.6514769
HVC1817,0.0032507465
HVC1819,0.016001195
HVC1824,0.0014358609
HVC1825,0.12048566
HVC1828,0.0061625578
HVC1831,0.003381552
HVC1832,0.0012106916
HVC1834,0.004949745
HVC1835,0.0006298297
HVC1836,0.00096046366
HVC1840,0.0014046049
HVC1842,0.0068965936
HVC1844,0.0017101209
HVC1845,0.0007697421
HVC1848,0.00040973345
HVC1849,0.00882565
HVC1850,0.0010887312
HVC1851,0.0016666586
HVC1852,0.000513205
HVC1854,0.0070571424
HVC1860,0.0008239226
HVC1864,0.000608916
HVC1865,0.001977092
HVC1866,0.0010597995
HVC1868,0.046124835
HVC1872,0.0014380203
HVC1873,0.0011273543
HVC1883,0.0050090486
HVC1887,0.005680103
HVC1889,0.0012317202
HVC1897,0.00072587054
HVC1898,0.00092874985
HVC1900,0.00082604936
HVC1902,0.00060920423
HVC1907,0.00065955427
HVC1908,0.0006209077
HVC1910,0.00088735163
HVC1938,0.03828838
HVC1939,0.0022114
HVC1944,0.01269754
HVC1945,0.0046139588
HVC1946,0.0010356412
